id,name,unit,data_type,description,createdAt,updatedAt,code,coverage,timespan,datasetId,sourceId,shortUnit,columnOrder,originalMetadata
57397,Deaths - Breast cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:05,1 429 3 22 1,,,1528,12838,\N,0,\N
57405,Deaths - Breast cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:05,1 429 3 27 3,,,1528,12838,\N,0,\N
57406,Deaths - Cervical cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:05,1 432 3 22 1,,,1529,12839,\N,0,\N
57414,Deaths - Cervical cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:05,1 432 3 27 3,,,1529,12839,\N,0,\N
57415,Deaths - Uterine cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:05,1 435 3 22 1,,,1530,12840,\N,0,\N
57423,Deaths - Uterine cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 435 3 27 3,,,1530,12840,\N,0,\N
57424,Deaths - Prostate cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 438 3 22 1,,,1531,12841,\N,0,\N
57432,Deaths - Prostate cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 438 3 27 3,,,1531,12841,\N,0,\N
57433,Deaths - Colon and rectum cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 441 3 22 1,,,1532,12842,\N,0,\N
57441,Deaths - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 441 3 27 3,,,1532,12842,\N,0,\N
57442,Deaths - Lip and oral cavity cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 444 3 22 1,,,1533,12843,\N,0,\N
57450,Deaths - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 444 3 27 3,,,1533,12843,\N,0,\N
57451,Deaths - Nasopharynx cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 447 3 22 1,,,1534,12844,\N,0,\N
57461,Deaths - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 447 3 27 3,,,1534,12844,\N,0,\N
57462,Deaths - Other pharynx cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:06,1 450 3 22 1,,,1535,12845,\N,0,\N
57470,Deaths - Other pharynx cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:07,1 450 3 27 3,,,1535,12845,\N,0,\N
57471,Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:07,1 453 3 22 1,,,1536,12846,\N,0,\N
57479,Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:07,1 453 3 27 3,,,1536,12846,\N,0,\N
57486,Deaths - Injuries - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 687 3 1 3,,,1538,12848,\N,0,\N
57487,Deaths - Injuries - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 687 3 22 1,,,1538,12848,\N,0,\N
57497,Deaths - Injuries - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 687 3 27 3,,,1538,12848,\N,0,\N
57511,Deaths - Road injuries - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 689 3 1 1,,,1540,12850,\N,0,\N
57512,Deaths - Road injuries - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 689 3 1 3,,,1540,12850,\N,0,\N
57513,Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:13,1 689 3 22 1,,,1540,12850,\N,0,\N
57514,Deaths - Road injuries - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 22 3,,,1540,12850,\N,0,\N
57515,Deaths - Road injuries - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 23 1,,,1540,12850,\N,0,\N
57516,Deaths - Road injuries - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 23 3,,,1540,12850,\N,0,\N
57517,Deaths - Road injuries - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 24 1,,,1540,12850,\N,0,\N
57518,Deaths - Road injuries - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 24 3,,,1540,12850,\N,0,\N
57519,Deaths - Road injuries - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 25 1,,,1540,12850,\N,0,\N
57520,Deaths - Road injuries - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 25 3,,,1540,12850,\N,0,\N
57521,Deaths - Road injuries - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 26 1,,,1540,12850,\N,0,\N
57522,Deaths - Road injuries - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 26 3,,,1540,12850,\N,0,\N
57523,Deaths - Road injuries - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 689 3 27 3,,,1540,12850,\N,0,\N
57526,Deaths - Pedestrian road injuries - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 690 3 22 1,,,1541,12851,\N,0,\N
57539,Deaths - Cyclist road injuries - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:14,1 691 3 22 1,,,1542,12852,\N,0,\N
57552,Deaths - Motorcyclist road injuries - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:26,1 692 3 22 1,,,1543,12853,\N,0,\N
57564,Deaths - Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 1:55,1 949 3 22 1,,,1459,12769,\N,0,\N
57577,Deaths - Drug-susceptible HIV/AIDS - Tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 1:55,1 948 3 22 1,,,1458,12768,\N,0,\N
57591,Deaths - Extensively drug-resistant HIV/AIDS - Tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 1:56,1 950 3 22 1,,,1460,12770,\N,0,\N
57602,Deaths - All causes - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 1 1,,,1463,12773,\N,0,\N
57606,Deaths - All causes - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 23 1,,,1463,12773,\N,0,\N
57608,Deaths - All causes - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 24 1,,,1463,12773,\N,0,\N
57610,Deaths - All causes - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 25 1,,,1463,12773,\N,0,\N
57612,Deaths - All causes - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 26 1,,,1463,12773,\N,0,\N
57614,Deaths - All causes - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:22,1 294 3 27 3,,,1463,12773,\N,0,\N
57616,"Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Under 5 (Rate)",Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 295 3 1 3,,,1464,12774,\N,0,\N
57617,"Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: All Ages (Number)",Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 295 3 22 1,,,1464,12774,\N,0,\N
57627,"Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Age-standardized (Rate)",Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 295 3 27 3,,,1464,12774,\N,0,\N
57641,Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 1 1,,,1466,12776,\N,0,\N
57726,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:17,1 521 3 1 1,,,1550,12860,\N,0,\N
57730,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:18,1 521 3 23 1,,,1550,12860,\N,0,\N
57732,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:18,1 521 3 24 1,,,1550,12860,\N,0,\N
57734,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:18,1 521 3 25 1,,,1550,12860,\N,0,\N
57736,Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:18,1 521 3 26 1,,,1550,12860,\N,0,\N
57787,Deaths - Digestive diseases - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 1 1,,,1555,12865,\N,0,\N
57788,Deaths - Digestive diseases - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 1 3,,,1555,12865,\N,0,\N
57791,Deaths - Digestive diseases - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 23 1,,,1555,12865,\N,0,\N
57793,Deaths - Digestive diseases - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 24 1,,,1555,12865,\N,0,\N
57795,Deaths - Digestive diseases - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 25 1,,,1555,12865,\N,0,\N
57797,Deaths - Digestive diseases - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:19,1 526 3 26 1,,,1555,12865,\N,0,\N
57893,Deaths - Gallbladder and biliary diseases - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/24/19 2:46,1 534 3 22 1,,,1563,12873,\N,0,\N
57954,Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 1 3,,,1466,12776,\N,0,\N
57955,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 22 1,,,1466,12776,\N,0,\N
57956,Deaths - Tuberculosis - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 22 3,,,1466,12776,\N,0,\N
57957,Deaths - Tuberculosis - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 23 1,,,1466,12776,\N,0,\N
57958,Deaths - Tuberculosis - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 23 3,,,1466,12776,\N,0,\N
57959,Deaths - Tuberculosis - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 24 1,,,1466,12776,\N,0,\N
57960,Deaths - Tuberculosis - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 24 3,,,1466,12776,\N,0,\N
57961,Deaths - Tuberculosis - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 25 1,,,1466,12776,\N,0,\N
57962,Deaths - Tuberculosis - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 25 3,,,1466,12776,\N,0,\N
57963,Deaths - Tuberculosis - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 26 1,,,1466,12776,\N,0,\N
57964,Deaths - Tuberculosis - Sex: Both - Age: 70+ years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 26 3,,,1466,12776,\N,0,\N
57965,Deaths - Tuberculosis - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 297 3 27 3,,,1466,12776,\N,0,\N
57966,Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 1 1,,,1467,12777,\N,0,\N
57967,Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 1 3,,,1467,12777,\N,0,\N
57968,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 22 1,,,1467,12777,\N,0,\N
57969,Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 22 3,,,1467,12777,\N,0,\N
57970,Deaths - HIV/AIDS - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 23 1,,,1467,12777,\N,0,\N
57971,Deaths - HIV/AIDS - Sex: Both - Age: 5-14 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 23 3,,,1467,12777,\N,0,\N
57972,Deaths - HIV/AIDS - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 24 1,,,1467,12777,\N,0,\N
57973,Deaths - HIV/AIDS - Sex: Both - Age: 15-49 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 24 3,,,1467,12777,\N,0,\N
57974,Deaths - HIV/AIDS - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 25 1,,,1467,12777,\N,0,\N
57975,Deaths - HIV/AIDS - Sex: Both - Age: 50-69 years (Rate),Rate,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 25 3,,,1467,12777,\N,0,\N
57976,Deaths - HIV/AIDS - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,11/20/17 15:27,4/23/19 23:23,1 298 3 26 1,,,1467,12777,\N,0,\N
