"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"57074","DALYs (Disability-Adjusted Life Years) - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 00:56:05","2 699 3 22 1","","","1502","12812",\N,"0",\N
"57087","DALYs (Disability-Adjusted Life Years) - Poisonings - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 00:56:38","2 700 3 22 1","","","1503","12813",\N,"0",\N
"57282","DALYs (Disability-Adjusted Life Years) - Self-harm - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 01:35:19","2 718 3 22 1","","","1518","12828",\N,"0",\N
"57321","DALYs (Disability-Adjusted Life Years) - Interpersonal violence - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 01:03:45","2 724 3 22 1","","","1521","12831",\N,"0",\N
"57371","DALYs (Disability-Adjusted Life Years) - Nutritional deficiencies - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 00:24:27","2 386 3 22 1","","","1525","12835",\N,"0",\N
"57396","Deaths - Tracheal, bronchus, and lung cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:51","2019-04-24 02:05:27","1 426 3 27 3","","","1527","12837",\N,"0",\N
"57397","Deaths - Breast cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 02:05:27","1 429 3 22 1","","","1528","12838",\N,"0",\N
"57405","Deaths - Breast cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:51","2019-04-24 02:05:37","1 429 3 27 3","","","1528","12838",\N,"0",\N
"57406","Deaths - Cervical cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:51","2019-04-24 02:05:38","1 432 3 22 1","","","1529","12839",\N,"0",\N
"57414","Deaths - Cervical cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:51","2019-04-24 02:05:49","1 432 3 27 3","","","1529","12839",\N,"0",\N
"57415","Deaths - Uterine cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:05:50","1 435 3 22 1","","","1530","12840",\N,"0",\N
"57423","Deaths - Uterine cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:06:02","1 435 3 27 3","","","1530","12840",\N,"0",\N
"57424","Deaths - Prostate cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:06:03","1 438 3 22 1","","","1531","12841",\N,"0",\N
"57432","Deaths - Prostate cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:06:17","1 438 3 27 3","","","1531","12841",\N,"0",\N
"57433","Deaths - Colon and rectum cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:06:18","1 441 3 22 1","","","1532","12842",\N,"0",\N
"57441","Deaths - Colon and rectum cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:06:31","1 441 3 27 3","","","1532","12842",\N,"0",\N
"57442","Deaths - Lip and oral cavity cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:06:32","1 444 3 22 1","","","1533","12843",\N,"0",\N
"57450","Deaths - Lip and oral cavity cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:06:43","1 444 3 27 3","","","1533","12843",\N,"0",\N
"57451","Deaths - Nasopharynx cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:06:44","1 447 3 22 1","","","1534","12844",\N,"0",\N
"57461","Deaths - Nasopharynx cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:06:58","1 447 3 27 3","","","1534","12844",\N,"0",\N
"57462","Deaths - Other pharynx cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:06:59","1 450 3 22 1","","","1535","12845",\N,"0",\N
"57470","Deaths - Other pharynx cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:07:09","1 450 3 27 3","","","1535","12845",\N,"0",\N
"57471","Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:07:10","1 453 3 22 1","","","1536","12846",\N,"0",\N
"57479","Deaths - Gallbladder and biliary tract cancer - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:07:24","1 453 3 27 3","","","1536","12846",\N,"0",\N
"57486","Deaths - Injuries - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:13:27","1 687 3 1 3","","","1538","12848",\N,"0",\N
"57487","Deaths - Injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:13:28","1 687 3 22 1","","","1538","12848",\N,"0",\N
"57497","Deaths - Injuries - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:13:40","1 687 3 27 3","","","1538","12848",\N,"0",\N
"57511","Deaths - Road injuries - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:13:57","1 689 3 1 1","","","1540","12850",\N,"0",\N
"57512","Deaths - Road injuries - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:13:58","1 689 3 1 3","","","1540","12850",\N,"0",\N
"57513","Deaths - Road injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:13:59","1 689 3 22 1","","","1540","12850",\N,"0",\N
"57514","Deaths - Road injuries - Sex: Both - Age: All Ages (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:01","1 689 3 22 3","","","1540","12850",\N,"0",\N
"57515","Deaths - Road injuries - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:02","1 689 3 23 1","","","1540","12850",\N,"0",\N
"57516","Deaths - Road injuries - Sex: Both - Age: 5-14 years (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:04","1 689 3 23 3","","","1540","12850",\N,"0",\N
"57517","Deaths - Road injuries - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:04","1 689 3 24 1","","","1540","12850",\N,"0",\N
"57518","Deaths - Road injuries - Sex: Both - Age: 15-49 years (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:06","1 689 3 24 3","","","1540","12850",\N,"0",\N
"57519","Deaths - Road injuries - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:07","1 689 3 25 1","","","1540","12850",\N,"0",\N
"57520","Deaths - Road injuries - Sex: Both - Age: 50-69 years (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:09","1 689 3 25 3","","","1540","12850",\N,"0",\N
"57521","Deaths - Road injuries - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:10","1 689 3 26 1","","","1540","12850",\N,"0",\N
"57522","Deaths - Road injuries - Sex: Both - Age: 70+ years (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:12","1 689 3 26 3","","","1540","12850",\N,"0",\N
"57523","Deaths - Road injuries - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-24 02:14:13","1 689 3 27 3","","","1540","12850",\N,"0",\N
"57526","Deaths - Pedestrian road injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:16","1 690 3 22 1","","","1541","12851",\N,"0",\N
"57539","Deaths - Cyclist road injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:14:34","1 691 3 22 1","","","1542","12852",\N,"0",\N
"57552","Deaths - Motorcyclist road injuries - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:26:10","1 692 3 22 1","","","1543","12853",\N,"0",\N
"57564","Deaths - Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 01:55:49","1 949 3 22 1","","","1459","12769",\N,"0",\N
"57577","Deaths - Drug-susceptible HIV/AIDS - Tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 01:55:33","1 948 3 22 1","","","1458","12768",\N,"0",\N
"57591","Deaths - Extensively drug-resistant HIV/AIDS - Tuberculosis - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 01:56:05","1 950 3 22 1","","","1460","12770",\N,"0",\N
"57602","Deaths - All causes - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:22:35","1 294 3 1 1","","","1463","12773",\N,"0",\N
"57606","Deaths - All causes - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:22:43","1 294 3 23 1","","","1463","12773",\N,"0",\N
"57608","Deaths - All causes - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:22:46","1 294 3 24 1","","","1463","12773",\N,"0",\N
"57610","Deaths - All causes - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:22:51","1 294 3 25 1","","","1463","12773",\N,"0",\N
"57612","Deaths - All causes - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:22:53","1 294 3 26 1","","","1463","12773",\N,"0",\N
"57614","Deaths - All causes - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-23 23:22:55","1 294 3 27 3","","","1463","12773",\N,"0",\N
"57616","Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-23 23:23:00","1 295 3 1 3","","","1464","12774",\N,"0",\N
"57617","Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: All Ages (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:23:00","1 295 3 22 1","","","1464","12774",\N,"0",\N
"57627","Deaths - Communicable, maternal, neonatal, and nutritional diseases - Sex: Both - Age: Age-standardized (Rate)","Rate",\N,"2017-11-20 15:27:52","2019-04-23 23:23:19","1 295 3 27 3","","","1464","12774",\N,"0",\N
"57641","Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-23 23:23:20","1 297 3 1 1","","","1466","12776",\N,"0",\N
"57726","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: Under 5 (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:17:58","1 521 3 1 1","","","1550","12860",\N,"0",\N
"57730","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:18:04","1 521 3 23 1","","","1550","12860",\N,"0",\N
"57732","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:18:06","1 521 3 24 1","","","1550","12860",\N,"0",\N
"57734","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:18:08","1 521 3 25 1","","","1550","12860",\N,"0",\N
"57736","Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: 70+ years (Number)","Number",\N,"2017-11-20 15:27:52","2019-04-24 02:18:11","1 521 3 26 1","","","1550","12860",\N,"0",\N
